state,stet,,v.陈述， 说明 n.状态，情况；国家，政府；州,初中
press,prɛs,,v.压， 按， 挤； 压榨， 压迫； 催促， 逼迫 n.报刊，报界，新闻界；出版社；压，按,初中
welcome,ˈwɛlkəm,,v.迎接，欢迎〔刚到达的人〕 a.〔某人〕受欢迎的 n.欢迎，迎接 interjection.欢迎〔用于对刚刚到达的人表示欢迎〕,初中
meeting,'mitɪŋ,,n.会议， 集会； 会合， 相会； 运动会,初中
want,wɔ:nt; wɔnt,,v.想要； 希望； 需要,初中
Africa,ˈæfrɪkə,,n.非洲,初中
opposite,ˈɑpəzɪt; ˈɑpəsɪt,,a.对面的，对立的，相反的 n.对立面； 对立物,初中
pack,pæk,,v.捆扎， 打包； 挤在一起； 塞满,初中
each,itʃ,,pron&adv.各个， 每个,初中
bamboo,",bæm'bu",,n.竹， 竹子,初中
Mr.,'mɪstə(r),,n.先生,初中
difference,'dɪfrəns,,n.差别， 差异； 差， 差额； 分歧,初中
offend,ə'fɛnd,,v.冒犯， 得罪； 伤害…的感情； 使厌恶， 使不舒服； 违犯， 违反,初中
circle,'sɝkl,,v.围着， 圈出； 环绕…移动； 盘旋， 环行 n.圆，圆圈；圈子，界；阶层,初中
thirty,'θɝti,,num.三十， 三十个,初中
cup,kʌp,,n.杯子； 杯； 奖杯,初中
polite,pə'laɪt,,a.有礼貌的， 客气的； 有教养的， 文雅的,初中
cut,kʌt,,"v.[cut-cut, cutting] 切， 剪； 修剪， 剪短； 割破， 划破； 减少， 削减； 中断， 停止",初中
probably,'prɑbəbli,,ad.大概， 或许， 很可能,初中
entertainment,ˌɛntɚ'tenmənt,,n.娱乐； 表演会； 招待， 款待,初中
battery,'bæt(ə)rɪ,,n.电池， 蓄电池； 排炮， 炮组； 一系列， 一套,初中
prize,praɪz,,a.第一流的，了不起的 v.珍视， n.奖赏，奖金，奖品；值得追求的东西,初中
two,tu,,num.二，两个 n.两个,初中
chase,tʃeɪs,,v.追捕； 追求； 寻求,初中
accident,'æksədənt,,n.意外遭遇， 事故,初中
anyway,'ɛnɪ'we,,ad.不管怎么说， 无论如何； 不论以何种方式， 无论从什么角度,初中
pop,pɑp,,v.突然[出人意料]地从〔某物〕中出来，蹦出，离开，脱落 n.流行音乐，流行歌曲,初中
found,faʊnd,,v.创立， 创办， 创建,初中
excuse,ɪkˈskjus; ɪkˈskjuz,,v.原谅， 宽恕； 使免除； 为…辩解， 作为开脱…的理由,初中
shout,ʃaʊt,,v.呼喊，呼叫 n.呼喊， 喊叫声,初中
kitchen,'kɪtʃɪn,,n.厨房； 炊具,初中
escape,ɪˈskep,,v.逃脱，逃走；避免，躲避 n.逃脱， 逃跑； 逃避,初中
funny,'fʌni,,a.有趣的， 可笑的,初中
situation,ˌsɪtʃʊˈeʃən,,n.形势， 局面， 处境； 环境， 状况； 位置， 地点， 场所； 职位， 职务,初中
latest,'letɪst,,a.最近的,初中
think,θɪŋk,,v.想，认为，以为,初中
receive,rɪ'siv,,v.收到， 接到； 受到， 遭到； 接待； 接见； 欢迎,初中
team,tim,,v.合作；　结成一队 n.队，组,初中
tragedy,'trædʒədi,,n.惨事， 灾难； 悲剧,初中
watch,wɑtʃ,,v.注视，观看；看守，监视，照看；小心，当心 n.表； 看管， 监视,初中
speech,spitʃ,,n.讲话， 演说； 言语， 言论； 说话方式,初中
clap,klæp,,"n&v.[clapped-clapped, clapping] 拍手， 鼓掌",初中
purple,'pɝpl,,n&adj.紫色,初中
nice,naɪs,,a.好的； 令人愉快的； 友好的， 好心的； 细致的,初中
Jew,dʒu:,,n.犹太人； 犹太教徒,初中
thing,θɪŋ,,n.事， 事情， 事件； 物， 东西； 局面， 情况， 事态； 所有物， 用品,初中
fashion,'fæʃən,,n.流行款式， 时兴式样；　时尚，　时兴,初中
medical,'mɛdɪkl,,a.医学的， 医疗的,初中
friendship,'frɛndʃɪp,,n.友谊， 友好,初中
till,tɪl,,prep&conj.直到,初中
fridge,frɪdʒ,,n.电冰箱,初中
lie,laɪ,,"v.[lay-lain, lying] 躺， 平放； 位于； 处于(某种状",初中
anymore,ɛnɪ'mɔr,,ad.再， 更， 还； 目前， 现在， 今后,初中
smell,smɛl,,n.气味 v.闻出，闻到，嗅到,初中
unable,ʌn'ebl,,a.不能的， 不会的,初中
late,let,,a.迟的， 晚的； 末期的， 晚期的； 最近的， 新近的； 已故的； 以前的,初中
ham,hæm,,n.火腿,初中
school,skul,,n.学校； 学院， 系； 学业， 上课； 学派， 流派,初中
continue,kən'tɪnju,,v.继续； 延续； 延伸,初中
avenue,'ævənu,,n.林荫道； 道路， 大街,初中
hat,hæt,,n.帽子,初中
shoot,ʃut,,v.[shot-shot] 发射， 射击； 投， 射门， 投篮； 拍摄； 射杀， 射伤； 发芽,初中
realize,ˈriəˌlaɪz,,v.认识到； 了解； 实现,初中
chest,tʃɛst,,n.胸， 胸腔； 柜子， 橱,初中
eastern,'istɚn,,a.东方的， 东部的,初中
chess,tʃɛs,,n.国际象棋， 棋,初中
marathon,"'mærə,θɑn",,n.马拉松长跑； 持久比赛； 〈喻〉拖时长久令人,初中
last,læst,,a.刚过去的， 紧接前面的； 最后的， 最后剩下的； 最不可能的， 最不合适,初中
wash,wɔʃ,,v.洗， 洗去； 冲， 冲掉； 洗衣， 洗脸,初中
doubt,daʊt,,v.怀疑， 不相信 n.疑惑，怀疑,初中
weight,wet,,n.重量， 体重； 砝码， 秤砣； 重压， 负担； 重要性， 重大,初中
jacket,'dʒækɪt,,n.短上衣， 夹克,初中
uncomfortable,ʌn'kʌmftəbl,,a.不舒服的； 不舒适的； 感到不安的， 不自在的,初中
develop,dɪ'vɛləp,,v.发展； 开发； 研制； 成长； 患； 详尽阐述， 发挥； 使显影,初中
pro,pro,,n.〔相对于业余爱好者而言的〕专业人士，职业人员〔尤指职业运动员〕 a.职业性的；专业的 prep.赞成的，支持的,初中
warn,wɔrn,,v.警告， 告诫； 注意， 通知,初中
warm,wɔrm,,a.温暖的， 暖和的； 热情的， 热心的； 暖的,初中
district,'dɪstrɪkt,,n.地区， 区域； 管区， 行政区,初中
chalk,tʃɔk,,n.粉笔,初中
page,peɪdʒ,,n.页， 张,初中
swim,swɪm,,v.游水，游泳 n.游泳,初中
full,fʊl,,a.满的， 装满的； 完全的， 完整的,初中
memory,'mɛməri,,n.记忆； 回忆； 纪念； 存储,初中
away,əˈwe,,ad.向远处，离开 a.不在的； 离开的,初中
scientist,'saɪəntɪst,,n.科学家,初中
impossible,ɪm'pɑsəbl,,a.不可能的， 办不到的,初中
effort,'ɛfɚt,,n.努力， 尝试； 努力的成果， 成就,初中
video,'vɪdɪo,,a.录像的 v.制作…的录像 n.录像；录像带,初中
house,haʊs,,v.供宿， 给…房子住 n.房屋，住宅；[H-]议院,初中
wave,wev,,v.挥手示意； 波动， 飘动； 高潮， 高涨 n.波，波浪；挥动,初中
anything,'ɛnɪ'θɪŋ,,pron.无论什么东西， 随便什么事情； 任何东西， 任何事情,初中
yesterday,ˈjɛstɚdɪ;-de,,adv&n.昨天,初中
schoolwork,"'skʊl,wɝk",,n.学校作业， 课堂作业； 家庭作业,初中
furry,ˈfɜri,,a.毛皮的， 盖着毛皮的,初中
early,'ɝli,,ad.在开始阶段， 在初期； 提前， 提早 a.早期的；提早的，提前的,初中
pain,pen,,v.使痛苦 n.痛，疼痛；痛苦，悲痛；,初中
disease,dɪ'ziz,,n.疾病， 病患； 不健全， 弊端,初中
yes,jɛs,,adv&n.是， 是的,初中
center,'sɛntɚ,,v.集中于 n.圆心，正中；中心,初中
start,stɑrt,,v.发动； 创办， 开办； 开始， 着手； 动身， 出发； 吃惊， 惊奇,初中
most,most,,ad.最；极其，十分 a.最多的， 最大的； 大多数的， 大部分的,初中
yet,jɛt,,ad.还，尚，仍然；已经；甚至，更 conj.然而， 但是,初中
teen,tin,,a.青少年的 n.少年男女，青少年,初中
engineer,",ɛndʒɪ'nɪr",,n.工程师， 机械师,初中
supper,'sʌpɚ,,n.晚餐,初中
pair,pɛr,,v.成对， 配对 n.一双，一对，一副；一对夫妇，一对情侣,初中
lifestyle,'laɪfstaɪl,,n.生活方式,初中
manage,'mænɪdʒ,,v.管理， 控制； 操纵， 应付； 设法做到,初中
short,ʃɔrt,,ad.简短地； 突然地， 唐突地 a.短的，矮的；简短的；短缺的，不足的,初中
time,taɪm,,n.时间， 时刻； 次， 回； 时机， 机会； 倍； 时代， 时期,初中
cabbage,ˈkæbɪdʒ,,n.卷心菜， 洋白菜,初中
national,'næʃnəl,,a.国家的， 全国的； 民族的； 国有的， 国立的,初中
happy,'hæpɪ,,a.快乐的， 愉快的； 幸福的； 令人满意的,初中
program,'proɡræm,,n.节目单； 节目， 表演， 演出； 计划， 方案； 程序,初中
myself,maɪ'sɛlf,,pron.我自己； 我亲自， 我本人,初中
three,θri,,num.三， 三个,初中
put,pʊt,,"v.[put-put, putting] 放， 摆， 使处于； 说， 表达； 提出， 提交； 记下，",初中
climb,klaɪm,,v.攀登， 爬； 上升， 增长,初中
hen,hɛn,,n.母鸡； 雌禽,初中
her,hɚ,,pron.她 a.她的,初中
season,'sizn,,n.季节,初中
specifically,spə'sɪfɪkli,,ad.明确地， 特定地， 具体地,初中
enter,'ɛntɚ,,v.进入； 参加， 加入,初中
lonely,'lonli,,a.孤独的， 寂寞的； 荒凉的， 人迹稀少的,初中
hey,he,,int.嘿,初中
gallery,'gæləri,,n.画廊， 美术馆； 楼座； 廊台， 走廊,初中
lesson,'lɛsn,,n.课； 教学单元； 一堂课， 一节课； 教训， 经验,初中
destroy,dɪ'strɔɪ,,v.破坏， 毁灭,初中
moon,mun,,n.月球， 月亮； 卫星,初中
creative,krɪ'etɪv,,a.创造性的， 具有创造力的,初中
provide,prə'vaɪd,,v.供应， 提供,初中
light,laɪt,,a.光线充足的， 明亮的； 淡 n.光，光亮；光源，灯；火,初中
passenger,pæsndʒɚ,,n.乘客， 旅客,初中
tiny,'taɪni,,a.极小的， 微小的,初中
primary,'praɪmɛri,,a.最初的， 最早的； 首要的， 根本的,初中
artist,'ɑrtɪst,,n.艺术家， 画家； 能手,初中
lazy,ˈlezɪ,,a.懒惰的， 懒散的； 慢吞吞的,初中
bright,braɪt,,a.明亮的， 光明的； 聪明的， 机灵的； 欢快的； 鲜艳的； 清晰的,初中
alien,"ˈeliən,ˈeljən",,a.外国的；外星的；陌生的；格格不入的 n.外国人； 外星人,初中
smart,smɑrt,,a.聪明的，精明的，高明的；漂亮的 n.剧痛,初中
lot,lɑt,,n.许多， 大量； 签， 抽签； 一块地， 场地,初中
tourist,'tʊrɪst,,n.旅游者， 观光者,初中
low,ləu,,a.低的， 矮的； 低下的， 低等的； 粗劣的， 低俗的； 不充分的， 缺乏的； 意气,初中
theme,θim,,n.主题， 题目； 【音】主旋律,初中
wealth,wɛlθ,,n.财富， 财产； 丰富， 大量,初中
wallet,'wɑlɪt,,n.皮夹子,初中
doll,dɑl,,n.玩偶， 玩具娃娃,初中
chair,tʃɛr,,v.担任主席 n.椅子；主席，主席席位,初中
centre,sɛntɚ,,v.集中于 n.圆心，正中；中心,初中
tennis,ˈtɛnɪs,,n.网球,初中
chat,tʃæt,,"n&v.[chatted-chatted, chatting] 闲谈， 聊天",初中
fetch,fɛtʃ,,v.拿来； 请来， 叫来,初中
choice,tʃɔɪs,,n.选择， 选择权； 供选择的东西； 被选中的东西,初中
travel,'trævl,,v.旅行； 行进； 被传送， 被传播； 走过， 驶过 n.旅行，游历,初中
small,smɔl,,a.小的； 少的； 不重要的,初中
door,dɔr,,n.门， 出入口； 家， 户,初中
quick,kwɪk,,ad.快， 迅速地 a.快的，迅速的；灵敏的，敏捷的；性急的，不耐烦的,初中
fiction,'fɪkʃən,,n.小说,初中
before,bɪ'fɔr,,conj.在…以前 prep.在…以前；在…之前，先于；在…前面，在…面前,初中
dad,dæd,,n.爸爸,初中
sixteenth,'sɪks'tinθ,,num.第十六 n.十六分之一,初中
tell,tel,,v.[told-told] 讲， 告诉； 吩咐， 命令； 说明， 显示； 分辨， 区分,初中
stomach,'stʌmək,,v.承受， 忍受； 吃得下 n.胃，胃口；肚子，腹部,初中
husband,'hʌzbənd,,n.丈夫,初中
appointment,ə'pɔɪntmənt,,n.约会； 约定； 任命， 委派； 职务， 职位,初中
experience,ɪk'spɪrɪəns,,v.经历， 体验， 感受 n.经历，阅历；经验，体验,初中
him,hɪm,,pron.他,初中
listen,'lɪsn,,v.听； 听信,初中
hit,hɪt,,v.[hit-hit; hitting] 打， 击中； 碰撞,初中
his,hɪz,,pron.他的,初中
major,'medʒɚ,,a.较大的；主要的 v.主修， 专攻 n.专业；少校,初中
beat,bit,,v.[beat-beaten]　打， 击， 敲； 打败， 胜过； 跳动,初中
worldwide,'wɝldwaɪd,,ad.在世界各地， 在全世界 a.世界范围的，全世界的,初中
bear,bɛr,,v.忍受，忍耐，经受住 n.熊,初中
eighty,ˈeti,,num.八十,初中
consider,kən'sɪdɚ,,v.考虑， 细想； 认为， 把…看作； 关心， 照顾,初中
day,de,,n.天， 一昼夜； 白昼， 白天； 时期， 时代； 工作日；,初中
housework,'haʊs'wɝk,,n.家务劳动,初中
banana,bə'nænə,,n.香蕉,初中
island,'aɪlənd,,n.岛， 岛屿,初中
tree,tri,,n.树,初中
particular,pɚ'tɪkjəlɚ,,a.特定的， 某一的； 不寻常的， 特别的， 特有的； 讲究的， 挑剔的；,初中
water,ˈwɔtɚ,,n.水，雨水，,初中
August,ɔˈɡʌst,,n.八月,初中
square,skwɛr,,a.正方形的；平方的；直角的 v.求平方； 求…的面 n.正方形；平方；广场,初中
careless,'kɛrləs,,a.粗心的； 草率的； 随便的； 不关心的， 满不在乎的,初中
twice,twaɪs,,ad.两倍； 两次,初中
soap,sop,,n.肥皂,初中
morning,'mɔrnɪŋ,,n.早晨， 上午,初中
part,pɑrt,,n.一部分， 部分； 零件； 角色； 职责， 作用； 器官，,初中
their,ðɛr,,adj&pron.他们的,初中
percent,pɚ'sɛnt,,a.百分之… n.百分比，百分率,初中
thirteen,'θɝ'tin,,num.十三， 十三个,初中
point,pɔɪnt,,n.要点； 观点； 点； 小数点； 时刻， 地点； 尖， 尖端； 分数， 得分,初中
bike,baɪk,,n.自行车,初中
general,'dʒɛnrəl,,a.一般的，普通的；普遍的，全体的；笼统的，大体的 n.将军； 一般原则,初中
east,ist,,ad.向东方 a.东方的；来自东方的 n.东，东部,初中
sixteen,",sɪks'tin",,num.十六， 十六个,初中
hospital,'hɑspɪtl,,n.医院,初中
park,pɑrk,,v.停放 n.公园；停车场,初中
eighth,etθ,,num.第八 n.八分之一,初中
clear,klɪr,,ad.清晰地， 清楚地 a.清楚的，明白的；无疑的，确信的；晴朗的；清澈的,初中
clean,klin,,a.清洁的， 干净的； 爱清洁的； 清白的， 公正的；,初中
meal,mil,,n.膳食， 一餐， 一顿； 进餐,初中
sock,sɑk,,v.重击，痛打,初中
someone,'sʌmwʌn,,pron.有人， 某人,初中
third,θɝd,,num.第三 n.三分之一,初中
build,bɪld,,v.建筑，建造，盖；造 n.体格；体形，身材,初中
mean,min,,v.[meant-meant] 表示…的意思； 意欲， 打算； 意指， 意味着,初中
meat,mit,,n.肉,初中
chew,tʃʊ,,v.咀嚼； 咬住， 不停地啃,初中
hurry,'hɝrɪ,,v.使加快，催促；急运，急派；匆忙，赶紧 n.急忙， 匆忙， 仓促,初中
schoolbag,ˈskulˌbæɡ,,n.书包,初中
chopsticks,"'tʃɑp,stɪks",,n.筷子,初中
path,pæθ,,n.小路， 小径； 路线， 途径， 路径,初中
trip,trɪp,,n.旅游；旅行，出行 v.绊；绊倒,初中
casually,'kæʒjʊrlɪ,,ad.偶然地； 随便地； 临时地,初中
record,(for v.) rɪˈkɔrd; (for n.) ˈrekərd;ˈrɛkɚd,,n.记录， 记载； 唱片； 最高纪录， 最佳成绩； 记录， 记载； 唱片； 最高纪录， 最佳成绩,初中
railway,'relwe,,n.铁道， 铁路,初中
strict,strɪkt,,a.严格的， 严厉的； 严谨的， 精确的； 完全的，,初中
modest,'mɑdɪst,,a.谦虚的， 谨慎的； 适度的,初中
you,ju,,pron.你， 你们,初中
jump,dʒʌmp,,n&v.跳跃， 跳过； 猛涨， 激增,初中
happen,'hæpən,,v.发生； 碰巧， 恰好,初中
sofa,'sofə,,n.沙发,初中
pass,pæs,,v.经过， 穿过； 传递， 传送； 度过； 通过； 批准,初中
past,pæst,,a.以前的，过去的；结束了的，不复存在的 prep.晚于，在…之后 n.昔日，,初中
festival,ˈfɛstəvl,,n.节， 节日， 喜庆日,初中
mile,maɪl,,n.英里,初中
shock,ʃɑk,,n.震动， 冲击； 震惊， 惊愕； 电震， 电击， 触电,初中
milk,mɪlk,,v.挤 n.牛奶,初中
opportunity,ˌɑpɚˈtunətɪ,,n.机会， 良机,初中
bill,bɪl,,n.账单； 议案， 法案； 纸币， 钞票； 单子， 节目单； 招贴， 海报,初中
pancake,'pænkek,,n.薄煎饼， 烙饼,初中
active,'æktɪv,,a.活跃的； 积极的； 主动的； 起作用的,初中
court,kɔrt,,v.献殷勤； 追求， 求爱； 招致， 导致 n.法庭，法院；宫廷，朝廷；球场,初中
easy,'izi,,a.容易的， 不费力的； 舒适的， 安逸的； 随和的， 友善的,初中
whose,huz,,pron.谁的； 那个的， 那些的,初中
population,",pɑpju'leʃən",,n.人口； 某领域的生物； 族群； 人口,初中
route,raʊt,,n.路线， 路程,初中
Monday,ˈmʌnde; ˈmʌndɪ,,n.星期一,初中
adult,'ædʌlt,,a.发育成熟的； 成熟的， 成人的 n.成年人；成年动物,初中
relative,'rɛlətɪv,,a.相对的；比较的；有关的，相关的 n.亲属， 亲戚,初中
attitude,'ætɪtʊd,,n.态度； 看法， 意见,初中
treatment,'tritmənt,,n.治疗， 疗法； 对待， 待遇； 处理,初中
mirror,'mɪrɚ,,v.反映； 反射， 映照 n.镜子,初中
compare,kəm'pɛr,,n&v.比较； 比喻,初中
bottle,'bɑtl,,n.瓶子,初中
hot,hɑt,,a.热的； 辣的； 激烈的， 热烈的； 急躁的， 易发怒的； 最新的， 热,初中
how,haʊ,,ad.怎么， 怎样； 多么， 多少,初中
October,ɑk'tobɚ,,n.十月,初中
hotel,ho'tɛl,,n.旅馆， 宾馆,初中
term,tɝm,,n.措词，术语；期限，任期；学期；,初中
spare,spɛr,,a.备用的；多余的；空闲的 v.留出， 抽出； 饶恕， 不伤害； 使免遭，,初中
mine,maɪn,,pron.我的 v.开矿， 采矿 n.矿，矿山；地雷；水雷,初中
mind,maɪnd,,n.头脑， 精神， 理智； 智力； 注意力， 心思； 意向， 想法,初中
chip,tʃɪp,,v.削下 n.碎片；芯片,初中
business,ˈbɪznɪs,,n.交易， 生意； 营业； 商业； 工作， 任务； 事务,初中
tail,tel,,v.附于其后； 尾随， 跟踪 n.尾巴，尾状物；后部，尾部；踪迹,初中
